window,start_sample,end_sample,start_time_sec,end_time_sec,prediction,probability,status,latency_from_function_sec,computation_time_sec
51,64000,65280,250.0,255.0,1,0.8666666666666667,OK,0.038153511000018625,0.03817072299989377
52,65280,66560,255.0,260.0,1,1.0,OK,0.038963339000019914,0.03897853700027554
53,66560,67840,260.0,265.0,1,0.6,OK,0.09735360100012258,0.09737128300002951
54,67840,69120,265.0,270.0,0,0.13333333333333333,OK,0.08267772300041543,0.08269515499978297
55,69120,70400,270.0,275.0,0,0.13333333333333333,OK,0.08670484000003853,0.08672167099985018
56,70400,71680,275.0,280.0,1,1.0,OK,0.050600427000063064,0.050616546999663115
57,71680,72960,280.0,285.0,1,0.9666666666666667,OK,0.04782642800000758,0.047848519000126544
58,72960,74240,285.0,290.0,1,0.9666666666666667,OK,0.10108732499975304,0.1011049879998609
59,74240,75520,290.0,295.0,0,0.16666666666666666,OK,0.10112756000035006,0.10114678599984472
60,75520,76800,295.0,300.0,1,1.0,OK,0.053507032000197796,0.05352548599967122
61,76800,78080,300.0,305.0,1,0.9666666666666667,OK,0.04430752099960955,0.04432482299989715
62,78080,79360,305.0,310.0,0,0.16666666666666666,OK,0.07670166199977757,0.07672364400013976
63,79360,80640,310.0,315.0,1,0.8333333333333334,OK,0.06500071499976912,0.0650189699999828
64,80640,81920,315.0,320.0,1,0.9666666666666667,OK,0.029827836000094976,0.029847502000393433
65,81920,83200,320.0,325.0,1,0.9333333333333333,OK,0.04033002599999236,0.040349871999751485
66,83200,84480,325.0,330.0,1,1.0,OK,0.03028689500024484,0.030317491999994672
67,84480,85760,330.0,335.0,1,0.9,OK,0.046400320999964606,0.04641757300032623
68,85760,87040,335.0,340.0,0,0.1,OK,0.05028276099983486,0.05030055299994274
69,87040,88320,340.0,345.0,0,0.2,OK,0.08707464400004028,0.08709698499978913
70,88320,89600,345.0,350.0,0,0.1,OK,0.044156280999686714,0.0441755669999111
71,89600,90880,350.0,355.0,1,0.9333333333333333,OK,0.02769132499997795,0.027707674999874143
72,90880,92160,355.0,360.0,1,1.0,OK,0.06408485199972347,0.06410184399965146
73,92160,93440,360.0,365.0,1,0.9,OK,0.032780585999717005,0.03279833899978257
74,93440,94720,365.0,370.0,1,0.9333333333333333,OK,0.034772099000292656,0.03478707600015696
75,94720,96000,370.0,375.0,0,0.0,OK,0.0787702879997596,0.07879781800011187
76,96000,97280,375.0,380.0,1,0.7,OK,0.055720074999953795,0.05573861899983967
77,97280,98560,380.0,385.0,1,0.9666666666666667,OK,0.034607524999955785,0.03462501700005305
78,98560,99840,385.0,390.0,1,0.9333333333333333,OK,0.039628949999951146,0.03964830599989
79,99840,101120,390.0,395.0,1,1.0,OK,0.102874108999913,0.10289687100021183
80,101120,102400,395.0,400.0,1,1.0,OK,0.08862897799963321,0.08864663100030157
81,102400,103680,400.0,405.0,1,1.0,OK,0.0812037179998697,0.08122573899981944
82,103680,104960,405.0,410.0,1,1.0,OK,0.03956805699999677,0.03958896600033768
83,104960,106240,410.0,415.0,1,0.8333333333333334,OK,0.058276320999993914,0.05830208899988065
84,106240,107520,415.0,420.0,1,1.0,OK,0.059563821999745414,0.05958203599993794
85,107520,108800,420.0,425.0,1,0.9666666666666667,OK,0.0445856559999811,0.044602937000036036
86,108800,110080,425.0,430.0,1,0.9333333333333333,OK,0.03709545500032618,0.03711199600002146
87,110080,111360,430.0,435.0,1,0.9333333333333333,OK,0.03276105000031748,0.032782079000298836
88,111360,112640,435.0,440.0,1,0.9333333333333333,OK,0.05252812300022924,0.05255085399994641
89,112640,113920,440.0,445.0,1,0.9,OK,0.03148148399986894,0.03150133100007224
90,113920,115200,445.0,450.0,1,0.8666666666666667,OK,0.03655820099993434,0.03657544299994697
91,115200,116480,450.0,455.0,1,1.0,OK,0.041176070000346954,0.04119419500011645
